age,population density,education,employed,salary,chronic illness,dash speed,run speed,lives in flat,creativity,food supply,survival time
50,221.1,3,1,38621.41,0,4.725,2.454,0,60.0,3.9,8.4
43,3346.6,4,1,60407.53,0,6.204,3.115,0,87.3,2.6,9.5
68,4287.6,2,0,25178.83,0,4.855,2.126,0,36.2,3.1,7.7
54,152.5,0,1,16171.93,0,4.807,2.378,0,20.6,5.2,10.3
20,3336.0,0,1,18458.96,0,5.490,2.936,1,29.2,5.8,11.8
12,82.6,0,0,346.90,0,5.567,2.173,0,32.1,0.7,7.7
43,3346.6,3,0,2958.28,0,5.852,3.479,0,59.1,0.3,6.4
21,174.8,3,1,4347.46,0,6.117,2.760,0,54.8,0.6,5.5
32,556.3,4,1,31572.89,1,6.470,3.137,0,89.7,3.5,9.6
28,3480.6,2,1,25619.42,0,7.057,3.925,1,55.9,2.7,10.9
82,308.3,1,0,21700.14,1,0.888,0.386,0,17.2,2.8,9.3
19,1998.8,1,1,15127.13,1,6.031,2.839,0,44.2,1.6,7.3
10,6053.4,0,0,39.88,0,5.214,2.082,0,38.0,0.9,5.0
47,76.4,4,1,41017.73,1,6.501,3.080,0,93.4,9.1,14.6
47,581.2,0,1,17969.73,0,5.239,2.378,0,38.2,2.8,6.8
65,7164.4,1,0,2699.97,1,5.748,0.788,0,14.3,1.0,4.6
65,584.9,4,0,3656.07,0,4.769,2.236,0,79.2,0.7,6.9
37,565.5,3,1,19069.06,0,6.079,3.058,0,75.2,5.6,14.0
57,1275.2,3,0,2570.44,0,6.508,3.094,1,74.1,0.2,7.4
77,186.8,1,0,40739.78,1,1.082,0.530,0,12.5,4.3,7.9
34,180.8,2,1,32686.72,0,5.990,2.948,0,47.5,7.6,11.8
34,373.4,4,1,33155.78,0,6.324,3.075,0,92.7,8.7,16.0
12,107.6,0,0,1124.02,0,5.066,2.245,0,32.9,0.8,4.7
66,4956.9,2,0,3518.46,1,1.510,0.755,0,35.4,1.3,5.5
0,6113.9,0,0,0.00,0,0.000,0.183,1,33.7,0.4,6.5
59,4042.2,2,1,20649.97,0,5.218,2.686,1,33.0,2.2,8.9
43,1153.5,3,1,31735.07,0,5.537,2.918,0,64.5,7.7,14.8
63,3722.4,0,0,2876.20,0,5.364,2.418,0,11.8,1.2,5.6
59,6591.8,2,1,25462.66,0,4.395,2.302,1,28.4,3.8,11.0
55,9660.4,1,1,23341.79,1,5.350,2.801,0,40.6,0.8,5.7
37,9660.4,0,1,26121.57,1,5.629,2.901,0,32.1,0.8,6.0
37,1752.4,4,1,31056.71,0,6.449,3.529,1,104.4,3.3,13.0
51,5171.7,4,1,44316.99,1,6.058,0.692,0,88.7,3.7,11.4
60,543.5,2,1,20863.71,1,5.448,0.671,0,26.1,2.1,7.0
22,15.6,2,0,1659.29,1,6.237,0.747,0,61.5,1.0,8.0
57,161.3,3,1,24555.51,0,5.772,3.265,0,58.2,2.8,9.4
58,183.4,3,0,3113.07,1,5.756,0.693,0,72.1,0.5,5.5
37,1492.8,3,1,19522.04,0,6.648,3.242,1,71.4,5.4,14.7
44,64.1,4,0,3044.26,1,5.563,2.742,0,94.4,1.2,7.3
38,8530.4,4,1,53381.85,0,5.959,3.304,1,95.9,1.2,9.1
3,1752.4,0,0,0.00,0,3.920,1.762,1,19.2,0.3,7.8
50,4287.6,4,1,37824.01,0,5.332,2.641,0,85.5,3.0,10.8
61,726.4,1,1,17394.43,1,5.476,2.904,0,27.0,3.9,8.5
39,584.9,3,1,33643.21,0,7.131,3.814,0,70.4,8.1,12.9
46,2551.3,3,1,28036.49,0,5.305,2.573,0,68.2,2.2,7.1
35,922.8,4,1,28638.80,0,6.217,2.587,0,109.2,4.3,10.8
79,1466.4,3,0,32165.67,0,4.694,2.108,1,50.3,4.4,10.9
71,1995.2,4,0,49363.55,0,5.589,2.789,1,72.2,2.4,9.9
55,1442.1,3,1,15964.88,1,5.160,2.504,1,57.2,4.6,11.5
12,164.5,0,0,167.76,0,5.697,2.420,0,49.6,1.1,7.0
27,1466.4,4,0,3941.86,0,5.707,2.731,1,102.9,1.0,8.8
58,133.2,4,1,23589.59,1,4.530,2.492,0,84.9,1.7,7.2
40,1998.8,0,1,19275.22,1,6.048,2.663,1,36.3,1.5,8.7
30,4479.1,1,1,22635.44,0,7.155,3.579,0,46.1,5.6,10.2
60,1044.8,4,1,52193.55,1,5.322,0.534,0,96.2,7.0,12.9
38,234.3,0,0,2716.28,0,5.825,2.880,0,43.1,0.3,4.6
62,239.6,1,1,15786.57,0,6.274,2.912,0,21.7,5.6,9.4
68,382.2,3,0,25921.69,0,5.142,2.650,0,59.1,3.2,9.2
21,352.6,0,1,13777.60,0,6.202,2.927,0,42.0,3.0,7.2
50,239.6,4,1,28990.46,1,5.176,2.938,0,81.7,8.1,13.4
24,161.3,4,0,2590.13,1,6.336,3.168,0,93.1,0.5,6.5
55,357.4,1,1,23253.89,1,5.620,2.915,0,26.8,8.7,13.3
1,2667.6,0,0,0.00,0,3.345,1.824,0,36.6,0.4,4.7
67,995.5,4,0,3679.05,1,1.447,0.668,0,65.5,0.8,5.8
22,2541.3,0,1,19775.31,1,1.704,0.832,1,34.3,7.5,15.2
71,9584.0,4,0,97080.96,1,0.915,0.395,0,73.1,0.5,5.4
11,1492.8,0,0,84.13,0,5.517,2.780,0,64.1,0.2,5.1
14,267.7,0,0,842.65,1,6.204,2.950,0,38.4,1.1,5.9
8,1044.8,0,0,115.64,0,4.842,2.387,0,29.3,0.5,7.3
31,365.3,4,0,3395.32,0,5.957,2.720,0,93.5,1.2,6.7
76,76.4,1,0,23972.88,0,3.624,1.902,0,23.8,3.2,7.2
15,41.6,0,0,867.50,0,5.884,2.963,0,30.3,0.3,5.6
36,449.3,0,1,30887.24,0,5.872,2.852,0,35.6,5.5,10.9
54,528.2,4,1,59677.78,1,5.687,2.710,0,72.7,8.7,15.8
82,43.1,0,0,25662.17,0,4.941,2.227,0,17.3,6.0,11.6
9,4754.5,0,0,8.98,0,5.544,3.070,0,40.7,0.2,5.4
56,272.0,2,1,21102.08,1,4.827,2.095,0,35.1,6.3,10.3
55,194.5,0,1,25317.71,1,4.928,2.423,0,32.1,3.8,8.1
53,161.2,1,0,2918.45,0,6.028,2.997,0,20.4,0.3,4.4
7,457.9,0,0,357.33,0,4.515,2.156,0,41.1,0.3,7.0
42,142.8,0,1,13143.79,1,6.251,0.748,0,38.7,4.4,11.4
34,282.8,4,1,24733.44,0,6.328,2.510,0,97.1,7.4,13.7
61,816.1,3,1,24308.67,0,5.964,2.589,0,57.7,3.6,9.4
2,106.2,0,0,0.00,0,3.628,1.998,0,53.8,1.0,7.3
70,14589.2,4,0,30479.65,1,1.345,0.625,0,83.2,0.9,6.1
50,783.3,3,0,2872.36,0,5.706,2.557,0,61.1,1.0,5.5
59,2117.7,2,1,16852.11,0,4.499,2.015,1,52.9,5.9,12.2
72,1625.8,3,0,34155.73,1,1.007,0.416,0,51.1,3.5,16.5
56,125.5,3,0,2866.08,0,5.629,1.959,0,59.7,0.5,6.4
34,1172.5,4,1,41054.08,0,6.488,2.975,0,104.8,3.1,8.8
35,933.8,4,1,39021.17,0,6.571,3.377,0,96.5,3.5,9.7
64,133.0,0,0,2738.63,1,3.927,1.977,0,21.9,0.9,5.6
0,371.2,0,0,0.00,0,0.000,-0.032,0,43.7,0.8,5.2
38,4042.2,4,1,29147.17,1,5.643,0.635,1,93.3,5.2,13.4
68,4332.1,2,0,18964.96,1,5.259,0.610,1,43.3,1.8,7.9
50,11843.8,4,0,3090.99,0,5.947,2.897,1,82.2,0.4,8.8
4,1466.4,0,0,6.55,0,4.163,2.082,0,37.2,0.7,9.0
35,209.0,4,1,20099.11,0,6.480,2.838,0,96.8,5.8,11.4
33,157.7,1,1,23684.83,0,6.499,3.103,0,31.1,4.7,10.8
43,82.6,4,1,47529.82,0,5.220,2.540,0,89.6,11.5,17.7
47,2196.9,0,1,33195.86,0,5.938,3.094,0,15.6,9.2,15.9
58,2761.3,0,1,14237.61,1,1.363,0.585,1,29.6,4.9,10.9
55,388.8,4,1,31392.09,0,5.764,2.917,0,89.7,3.2,8.7
74,182.1,3,0,29967.62,0,3.794,1.559,0,48.8,6.4,13.3
4,4283.0,0,0,43.60,0,4.175,1.676,0,33.1,0.8,5.1
36,154.2,2,1,29649.27,0,5.929,2.523,0,54.0,4.8,9.5
75,2629.0,4,0,28783.79,1,1.011,0.440,0,74.7,3.2,9.0
63,9686.9,0,0,2537.51,1,5.342,0.665,0,11.6,0.8,4.5
60,1786.3,0,1,25196.63,1,1.432,0.564,0,17.3,2.4,7.0
41,2241.3,3,1,34148.23,1,7.165,3.446,0,71.7,8.6,14.0
33,2008.1,0,1,27436.47,0,6.956,3.480,1,46.6,2.7,9.8
55,5186.0,4,1,52560.78,1,6.008,0.849,1,88.8,2.2,10.3
48,2470.2,4,1,25431.09,0,5.559,2.688,1,106.8,7.7,15.9
24,4754.5,2,1,21606.62,0,6.802,3.166,1,38.2,5.0,11.6
52,1701.0,2,0,2688.88,1,5.558,2.677,1,48.7,0.4,6.9
59,6591.8,0,1,27947.61,0,4.963,2.487,0,31.8,2.1,6.0
55,6591.8,4,1,36284.28,1,5.490,2.643,0,92.6,1.4,10.7
26,5723.0,4,0,3988.73,0,5.662,2.607,0,104.3,0.6,6.4
41,449.3,2,1,33211.28,1,6.680,3.012,0,40.9,4.7,9.4
62,92.0,0,0,2967.51,1,5.995,2.761,0,17.3,0.8,5.4
86,1992.3,3,0,37000.46,1,0.701,0.228,0,38.5,3.4,7.9
21,2785.7,2,1,5193.01,0,6.760,3.558,0,45.2,1.7,6.3
62,977.6,2,0,3083.35,0,4.154,2.267,0,46.6,0.9,8.8
70,400.2,3,0,34965.87,1,4.282,0.542,0,50.8,5.7,10.9
53,514.4,1,1,13339.54,0,5.607,2.578,0,34.1,2.3,6.3
26,10609.4,4,1,39003.98,0,6.293,3.188,1,100.8,0.9,8.6
40,1031.2,4,1,34265.98,1,5.473,2.750,0,106.0,10.1,16.4
28,7164.4,4,1,36187.36,0,6.946,3.348,0,96.8,3.4,9.0
14,4295.9,0,0,96.38,0,5.853,3.077,1,44.0,1.1,7.9
43,13650.3,0,1,26391.29,0,6.069,3.334,1,28.2,0.8,6.9
67,1172.5,4,0,3107.43,1,5.524,0.715,0,67.6,0.4,6.2
61,629.8,2,1,15165.09,0,5.375,2.587,0,32.9,1.4,6.5
61,791.5,2,1,23353.05,0,5.513,2.865,0,30.1,5.7,9.8
75,3057.6,2,0,35384.48,1,4.177,0.560,1,26.8,7.2,13.0
52,6113.9,0,0,2838.14,1,5.427,2.738,0,30.2,0.9,4.9
66,185.6,4,0,3398.18,0,4.005,2.510,0,73.7,0.6,7.4
23,5171.7,1,1,22620.50,1,7.110,3.361,0,28.3,2.8,6.7
28,783.3,4,1,39008.89,0,6.039,3.073,0,100.0,8.7,15.1
57,726.4,4,1,19661.13,1,6.119,2.453,0,104.7,7.8,13.5
19,407.6,1,0,2848.71,0,6.654,3.225,0,52.1,0.4,5.1
51,180.8,0,1,21222.55,1,6.469,3.479,0,25.7,6.5,11.1
1,2785.7,0,0,0.00,1,3.857,2.108,1,31.8,0.4,6.8
0,4332.1,0,0,0.00,0,0.000,0.119,1,40.2,0.9,7.4
21,400.2,0,0,2287.00,0,6.405,3.213,0,36.6,1.0,5.4
11,282.8,0,0,217.95,0,5.473,2.493,0,39.4,1.0,5.5
59,41.6,3,0,2936.42,1,5.314,2.760,0,57.7,1.0,7.3
77,1060.7,4,0,95887.43,0,2.817,1.104,1,73.4,8.6,15.4
19,8530.4,1,0,2049.36,1,5.567,2.607,0,34.4,0.6,9.6
29,3057.6,2,1,26647.43,0,7.164,3.483,1,49.0,2.9,9.6
26,4504.8,2,1,25203.97,0,6.066,3.026,0,55.1,6.4,11.5
72,3994.1,3,0,24343.77,1,0.848,0.430,0,44.6,6.6,12.1
11,433.9,0,0,583.91,0,5.445,3.207,0,37.1,0.5,5.9
58,586.3,3,1,25893.50,0,5.746,2.600,0,58.3,5.6,10.7
25,79.4,0,1,15536.26,1,6.828,3.530,0,33.0,1.1,5.2
5,152.5,0,0,78.51,1,4.336,1.996,0,42.3,0.7,5.2
65,2667.6,4,0,3687.94,0,4.535,2.253,1,95.6,1.2,10.0
47,3336.0,2,1,25503.23,0,5.566,2.746,0,54.9,1.9,8.3
93,354.8,0,0,15175.53,1,0.576,0.383,0,-2.9,6.0,9.0
46,272.0,4,1,18475.33,1,4.927,2.623,0,94.2,2.0,7.6
33,1752.4,3,1,26521.46,0,6.300,2.824,1,71.4,7.3,14.2
58,1492.8,0,1,3711.16,0,5.794,3.013,1,20.9,0.3,6.1
56,1153.5,4,1,33962.02,1,4.210,1.866,1,92.8,6.6,14.3
39,5493.8,0,1,23997.70,1,1.407,0.732,1,41.2,4.7,10.9
55,536.6,2,1,29924.15,0,4.807,2.585,0,38.9,8.5,12.5
24,747.7,3,1,5763.65,1,6.496,2.991,0,71.3,2.3,7.1
29,5145.2,4,1,63251.72,0,6.328,3.071,0,92.7,2.6,8.5
31,3480.6,4,1,31171.84,0,7.493,3.856,0,91.4,2.3,8.2
90,2294.5,0,0,45594.32,1,3.165,0.403,1,-1.8,3.4,9.6
44,42.8,4,0,3381.79,0,6.426,3.130,0,90.2,0.3,7.1
28,4479.1,1,1,23336.95,0,5.973,3.020,1,33.6,5.4,11.2
4,1015.7,0,0,247.08,0,4.121,1.561,0,44.8,0.2,4.7
10,1605.7,0,0,213.08,0,5.466,2.537,1,36.0,0.9,7.8
13,357.4,0,0,433.08,0,5.507,2.840,0,47.5,1.0,7.1
22,3722.4,3,1,16508.64,0,6.768,3.416,0,70.0,5.3,10.2
29,586.3,2,0,3590.43,0,7.157,3.573,0,66.0,0.7,5.6
86,1998.8,2,0,27000.32,1,3.506,0.339,0,23.6,8.2,11.8
41,180.8,0,1,29825.51,1,6.655,0.910,0,22.4,9.3,13.5
44,4515.1,4,1,65178.48,0,5.415,3.177,1,97.0,3.0,10.6
69,90.5,3,0,27751.24,0,3.870,1.479,0,49.4,3.0,10.3
30,977.6,0,1,25841.44,0,6.013,3.185,0,43.6,5.7,11.6
51,5171.7,4,1,53986.25,0,5.436,2.790,0,97.5,3.2,8.8
60,4283.0,4,1,15338.58,0,6.188,2.750,1,89.2,4.9,12.4
8,4754.5,0,0,26.44,0,5.110,2.541,0,36.7,0.9,5.1
33,1444.5,4,1,35080.49,0,5.355,2.652,1,106.1,8.7,17.0
47,4266.4,0,1,19238.50,1,4.977,2.380,0,39.2,4.1,10.2
2,3303.2,0,0,0.00,0,3.587,2.040,0,28.4,0.3,4.1
64,189.4,2,1,10700.37,1,1.019,0.610,0,23.2,1.0,6.9
79,77.6,0,0,18956.44,0,4.970,2.341,0,8.4,2.9,6.1
57,389.9,0,1,16962.19,1,5.305,0.663,0,16.3,3.2,7.4
5,1344.9,0,0,288.71,0,4.316,1.954,1,47.5,1.2,7.5
84,354.8,4,0,70894.39,1,0.819,0.473,0,69.0,10.3,15.6
89,640.1,4,0,17808.51,1,0.616,0.224,0,60.2,2.1,6.7
61,180.6,0,1,7749.07,0,4.784,2.614,0,28.0,2.6,6.4
41,3667.6,2,1,29165.17,0,5.442,2.736,0,48.4,4.8,11.0
36,157.7,0,0,2634.19,0,6.547,2.955,0,46.0,0.4,7.9
28,1506.8,1,0,2715.18,1,6.657,3.354,0,51.5,0.3,6.0
33,153.1,4,1,34378.88,0,6.696,3.163,0,106.7,8.1,17.8
67,133.5,0,0,2369.73,1,5.529,0.619,0,-5.7,0.3,3.4
16,64.1,1,0,268.14,0,6.081,3.017,0,59.2,0.2,6.2
25,15794.5,1,1,29399.20,0,6.773,3.749,1,31.4,0.6,6.4
60,1073.6,1,0,2886.58,0,4.130,1.667,0,19.9,0.6,6.9
21,1466.4,3,1,22202.39,1,5.671,2.701,1,81.4,3.3,10.6
22,726.4,0,0,2236.40,0,5.331,2.475,0,29.5,0.9,4.8
55,4078.2,3,1,30963.54,1,5.798,2.982,0,51.0,4.4,9.5
38,39.6,2,1,30348.71,0,5.655,2.736,0,50.8,7.6,12.1
42,388.8,4,1,69232.61,1,5.456,0.660,0,79.8,5.6,10.9
24,741.6,4,1,36339.39,0,6.867,3.092,0,99.8,3.5,11.1
40,365.3,2,1,29631.03,0,5.617,2.942,0,65.9,4.5,9.8
86,2785.7,4,0,47849.65,1,0.685,0.326,0,56.8,1.7,7.7
67,296.4,4,1,28237.19,1,1.070,0.530,0,76.2,8.9,15.5
24,4333.6,4,1,15042.27,0,6.642,3.236,0,95.4,3.6,9.2
61,2342.4,2,1,19354.85,0,6.014,3.505,1,27.2,7.4,14.9
5,730.5,0,0,122.11,0,4.308,2.062,0,38.6,0.9,5.0
72,182.1,0,0,21845.27,1,0.883,0.288,0,17.2,7.2,10.7
27,2634.2,2,1,26731.71,0,6.626,3.006,0,45.4,5.0,9.1
62,9.3,1,0,3007.28,1,1.505,0.559,0,21.1,0.4,4.5
70,1786.3,3,0,20045.10,0,4.116,2.174,1,50.7,1.7,8.8
39,274.9,4,1,40442.11,1,6.509,3.197,0,103.1,11.6,18.4
46,551.3,1,0,2798.79,0,6.081,2.851,0,31.2,0.2,4.1
42,9546.7,0,1,27745.98,0,7.012,3.779,1,24.9,1.0,7.6
89,365.3,4,0,40783.97,1,3.400,0.420,0,81.6,4.0,9.5
37,180.8,2,1,24484.31,0,5.719,2.529,0,46.3,6.8,11.1
32,9686.9,0,1,22401.07,0,6.213,3.338,1,39.0,0.9,7.2
20,629.8,2,0,2192.24,0,6.900,3.574,0,53.9,0.5,6.1
34,6053.4,1,1,25708.81,1,5.790,3.048,0,26.2,1.6,6.2
63,157.7,3,0,2757.63,1,4.269,2.159,0,56.6,0.9,6.0
27,321.7,4,1,20433.10,0,6.626,3.401,0,88.6,6.9,12.4
58,322.7,3,1,33741.21,0,5.723,2.760,0,46.2,5.5,10.3
22,995.5,2,1,27762.10,0,6.495,3.491,1,43.5,6.3,12.4
86,133.2,2,0,20939.07,1,0.968,0.497,0,29.4,1.7,7.4
48,2221.2,2,1,33339.55,0,5.842,2.844,0,51.0,5.7,11.9
90,2551.3,1,0,43779.54,0,2.537,1.166,1,16.0,7.8,14.1
56,1700.6,2,1,28518.09,0,4.521,1.972,1,43.4,9.4,16.4
29,3637.2,4,1,28605.27,0,6.303,3.170,1,102.6,4.0,11.6
60,586.3,1,1,23298.94,0,5.164,2.160,0,34.0,3.2,7.1
62,536.6,4,1,12534.39,0,5.659,2.718,0,79.8,2.9,8.3
4,586.3,0,0,34.49,0,4.145,1.614,0,34.7,0.5,6.0
10,4266.4,0,0,237.24,0,4.811,1.950,0,48.2,0.2,5.7
9,254.5,0,0,1034.31,0,5.065,2.563,0,39.0,0.9,6.0
18,49.6,0,0,2972.05,0,5.492,2.557,0,38.6,1.2,6.3
60,4956.9,4,1,15820.90,1,4.205,2.238,0,78.8,5.9,11.3
88,1700.6,2,0,24755.51,1,2.911,0.382,1,26.4,4.0,9.8
62,3303.2,3,0,2866.77,1,4.890,2.680,0,65.6,0.5,5.2
15,161.3,0,0,1381.89,0,5.491,2.698,0,29.5,0.8,5.6
6,457.9,0,0,70.10,0,4.463,2.120,0,60.4,0.8,6.6
75,133.0,2,0,25753.79,1,2.819,0.319,0,15.0,9.6,16.3
12,164.5,0,0,151.57,0,5.332,2.473,0,42.5,1.0,5.3
66,29.1,4,0,3744.46,0,4.638,2.006,0,73.1,0.7,7.3
6,11872.6,0,0,158.91,1,4.484,2.081,0,40.7,0.3,4.7
40,274.9,2,1,36254.58,1,5.568,0.734,0,51.0,11.0,17.2
36,1466.4,1,1,28565.39,0,6.138,3.182,1,34.5,6.0,12.0
64,174.8,2,0,2685.71,0,5.680,3.071,0,23.0,0.4,6.2
27,531.2,4,1,37377.49,0,5.649,2.495,0,95.7,2.9,8.4
26,1037.5,4,0,3865.21,0,5.997,3.250,1,102.0,1.0,9.9
30,2634.2,2,1,29734.63,0,6.996,3.723,1,52.1,3.3,10.2
2,1172.5,0,0,0.00,0,3.683,1.430,0,43.1,0.8,5.5
52,68.2,2,0,3577.25,0,6.450,3.330,0,39.3,1.4,6.4
3,568.2,0,0,0.00,1,3.789,1.646,0,31.3,0.8,5.0
6,493.9,0,0,637.18,0,4.707,2.195,0,20.7,0.5,5.8
25,7838.7,4,1,16948.88,0,6.719,3.509,0,96.2,1.4,6.9
47,1706.0,3,1,35743.73,0,6.738,3.442,0,72.8,4.6,10.5
37,1057.7,0,1,22704.47,0,5.210,2.637,0,33.7,8.4,13.1
36,92.0,2,1,28100.64,0,5.448,2.723,0,54.6,9.6,14.4
33,4479.1,3,1,38151.81,0,7.455,3.579,0,84.2,3.7,10.8
31,2594.7,4,1,32819.03,0,6.666,3.342,1,91.8,7.8,17.8
76,1752.4,4,0,22499.05,0,4.065,1.983,0,82.0,8.8,14.1
1,1060.7,0,0,0.00,0,3.046,2.019,1,36.8,0.6,6.8
47,1060.7,0,1,20967.80,0,6.076,3.292,0,36.9,2.5,7.9
43,1752.4,3,0,3378.17,0,6.759,3.116,0,76.4,0.5,7.1
43,42.8,2,0,2871.91,1,5.752,2.491,0,59.0,1.2,6.2
38,4295.9,4,1,39956.07,0,6.181,2.815,1,102.6,4.8,14.2
36,449.3,1,1,15539.08,1,5.826,2.964,0,32.2,3.5,9.3
19,6591.8,2,0,2251.53,0,6.205,2.917,0,51.6,0.6,6.6
68,2342.4,0,0,5778.46,0,3.647,1.755,0,12.1,1.9,5.5
46,735.5,3,1,34890.89,0,4.899,2.120,0,49.2,5.5,13.8
68,343.4,3,0,37797.43,1,5.506,0.598,0,58.4,5.6,11.1
47,200.7,4,0,3394.57,0,6.157,3.126,0,89.2,0.9,6.4
12,4069.8,0,0,53.14,0,5.156,2.445,0,44.1,0.6,5.1
0,9584.0,0,0,0.00,0,0.000,0.061,0,21.9,0.8,4.6
55,71.6,4,0,3984.61,0,5.642,2.775,0,84.3,0.8,6.2
8,3994.1,0,0,919.13,0,5.045,2.395,0,35.0,0.4,5.3
42,4295.9,2,0,3146.93,1,6.915,3.159,0,41.8,0.6,6.1
74,864.9,0,0,17923.54,0,3.413,1.277,0,4.0,2.2,5.5
72,2296.1,3,0,29575.56,1,3.382,0.464,1,54.7,3.6,16.4
33,3637.2,4,1,59247.52,0,5.723,2.791,1,95.2,6.4,14.6
25,616.2,2,1,19101.63,1,5.935,3.024,0,49.5,4.3,8.5
79,12.5,4,0,93181.00,1,5.004,0.583,0,74.5,8.9,13.8
92,1992.3,4,0,27673.94,1,0.552,0.294,0,57.8,6.9,11.5
53,180.8,2,1,29803.82,0,5.180,3.037,0,36.1,5.6,9.8
40,4864.2,4,1,39544.66,0,6.255,3.324,0,103.9,2.5,8.5
24,4287.6,3,1,27504.51,1,7.205,3.199,0,74.3,4.4,10.8
8,174.8,0,0,852.05,0,4.705,2.294,0,39.9,0.8,5.4
80,234.3,0,0,14625.66,1,2.474,0.434,0,5.9,2.8,7.0
49,1786.3,0,1,19361.27,0,6.103,3.270,1,32.7,6.1,13.7
41,316.8,1,1,23729.34,0,6.426,2.690,0,28.7,5.0,8.8
75,1995.2,0,0,17398.23,1,4.872,0.524,0,15.3,3.1,7.5
78,4515.1,0,0,40792.05,1,4.578,0.560,1,4.4,5.4,12.9
43,11843.8,0,1,24890.27,1,5.681,2.592,1,36.9,0.3,6.3
62,96.7,4,0,3212.93,1,1.316,0.658,0,87.2,0.6,5.7
19,4754.5,3,1,7949.43,0,6.199,3.133,0,78.5,2.3,7.5
12,42.8,0,0,325.99,0,5.350,2.863,0,39.2,1.2,5.5
63,151.6,2,0,2682.50,1,1.056,0.520,0,47.0,1.0,6.7
37,180.6,1,0,2626.27,1,5.221,2.471,0,46.4,1.0,6.3
48,180.6,2,1,30776.76,0,6.473,2.944,0,33.5,7.2,12.0
68,142.8,4,0,29756.25,1,4.810,0.502,0,63.3,7.3,12.7
5,553.0,0,0,86.95,0,4.322,2.387,0,49.0,1.1,5.9
24,9546.7,0,1,28581.93,0,6.679,3.635,1,32.1,0.7,7.5
62,354.8,1,0,2871.72,0,5.978,3.021,0,18.4,1.2,4.9
39,82.7,4,1,33555.73,0,6.533,3.605,0,104.4,10.3,16.1
27,354.8,4,0,3738.58,1,6.845,3.500,0,95.1,0.4,6.5
32,3722.4,4,1,19670.06,0,6.455,3.105,1,84.9,7.5,15.1
65,3555.7,0,1,11744.10,1,1.253,0.571,0,6.7,2.4,6.6
70,556.3,2,0,24707.10,1,0.874,0.526,0,22.6,6.8,11.2
18,1548.7,3,0,3174.46,0,5.442,2.869,0,68.2,0.3,5.7
9,24.5,0,0,294.99,0,4.895,2.440,0,51.6,1.2,5.6
53,3722.4,2,1,29011.02,0,4.911,2.247,1,52.5,3.8,10.8
38,101.6,0,1,19732.35,0,5.675,2.558,0,28.4,7.0,10.9
46,2217.4,3,1,25623.78,0,5.508,2.962,1,71.5,8.3,15.8
40,166.1,3,1,37919.41,0,6.334,3.031,0,71.3,6.6,12.7
9,5171.7,0,0,84.27,0,4.710,2.441,1,49.0,1.0,7.6
28,726.4,4,1,28229.25,0,6.126,3.322,0,100.8,5.8,12.2
10,655.2,0,0,652.91,0,5.324,2.798,0,46.6,0.7,7.0
47,4266.4,3,1,29993.57,0,4.841,2.442,0,56.6,5.2,9.6
24,101.6,4,1,20155.91,0,6.536,3.160,0,101.3,3.0,8.7
35,4754.5,4,0,3899.82,0,7.081,3.599,1,105.9,0.5,8.4
33,5493.8,0,1,28171.39,1,6.197,2.841,1,38.6,5.2,12.9
2,5121.8,0,0,0.00,0,3.794,1.573,1,37.4,0.7,8.0
65,1444.5,3,0,3329.34,0,4.369,2.105,0,52.9,0.8,5.4
70,574.5,4,0,31578.77,1,5.495,0.722,0,85.0,2.7,8.8
4,3303.2,0,0,214.67,0,4.130,1.653,0,32.9,1.0,5.6
62,142.8,4,1,11875.13,1,4.507,2.101,0,85.9,2.6,8.2
59,4078.2,0,1,11746.06,1,5.427,0.607,0,-1.8,1.0,5.0
66,1995.2,2,0,2686.28,1,1.082,0.527,0,36.2,0.4,4.5
12,4956.9,0,0,98.13,0,5.873,3.112,0,48.6,0.6,9.4
30,7838.7,3,1,21090.62,1,6.981,3.327,1,63.3,0.5,8.0
65,2541.3,4,0,2536.42,0,4.438,2.363,1,86.6,0.5,7.8
55,69.4,0,1,11558.97,0,5.298,2.716,0,44.6,1.8,8.1
29,1015.7,0,1,8890.03,0,6.521,3.189,1,41.3,2.1,8.9
32,1992.3,4,1,29604.95,1,1.514,0.796,0,106.1,7.4,13.2
25,4754.5,2,0,2191.97,1,5.770,3.019,0,39.5,1.0,5.8
46,1466.4,4,1,38798.36,0,5.713,2.971,1,87.0,2.4,10.3
70,4990.6,1,0,17730.17,0,6.122,2.453,0,19.5,4.0,7.7
37,182.1,4,1,36330.35,0,6.504,3.704,0,108.6,6.3,12.4
40,398.0,3,1,22428.79,0,5.900,2.699,0,77.3,8.1,13.7
82,1570.0,1,0,16124.04,0,3.507,1.503,1,17.4,3.5,9.7
5,2468.7,0,0,68.25,0,4.369,1.946,1,10.3,0.3,7.5
48,4780.6,2,1,30283.28,0,5.257,2.317,0,51.0,2.9,7.4
7,2196.9,0,0,366.58,1,4.952,2.559,0,42.9,0.7,4.8
28,5121.8,1,1,21741.10,1,5.706,2.414,1,37.2,4.0,10.7
85,2785.7,4,0,90452.24,1,0.739,0.487,0,70.6,7.4,13.0
36,1015.7,3,1,24594.85,0,6.121,3.030,0,66.1,7.9,12.7
1,726.4,0,0,0.00,0,3.333,1.594,0,41.4,0.9,6.5
28,1786.3,1,1,19724.12,0,5.560,2.566,0,48.1,4.7,9.8
51,327.3,1,1,22025.58,0,5.241,3.002,0,20.1,6.8,10.7
